market,symbol,status,baseAsset,quoteAsset,pricePrecision,quantityPrecision,baseAssetPrecision,quotePrecision,tickSize,minQty,maxQty,stepSize,minNotional
um-futures-cross,FLOWUSDT,TRADING,FLOW,USDT,3,1,8,8,0.001,0.1,1000000,0.1,5.0
um-futures-cross,IMXUSDT,TRADING,IMX,USDT,4,0,8,8,0.0001,1,1000000,1,5.0
um-futures-cross,API3USDT,TRADING,API3,USDT,4,1,8,8,0.0010,0.1,1000000,0.1,5.0
um-futures-cross,GMTUSDT,TRADING,GMT,USDT,5,0,8,8,0.00010,1,10000000,1,5.0
um-futures-cross,APEUSDT,TRADING,APE,USDT,4,0,8,8,0.0010,1,1000000,1,5.0
um-futures-cross,WOOUSDT,TRADING,WOO,USDT,5,0,8,8,0.00001,1,10000000,1,5.0
um-futures-cross,FTTUSDT,SETTLING,FTT,USDT,4,1,8,8,0.0001,0.1,1000000,0.1,5.0
um-futures-cross,JASMYUSDT,TRADING,JASMY,USDT,6,0,8,8,0.000001,1,10000000,1,5.0
um-futures-cross,DARUSDT,TRADING,DAR,USDT,4,1,8,8,0.0001,0.1,5000000,0.1,5.0
um-futures-cross,GALUSDT,TRADING,GAL,USDT,5,0,8,8,0.00010,1,10000000,1,5.0
um-futures-cross,AVAXBUSD,SETTLING,AVAX,BUSD,6,1,8,8,0.001000,0.1,1000000,0.1,5.0
um-futures-cross,NEARBUSD,SETTLING,NEAR,BUSD,7,1,8,8,0.0010000,0.1,1000000,0.1,5.0
um-futures-cross,GMTBUSD,SETTLING,GMT,BUSD,7,1,8,8,0.0001000,0.1,1000000,0.1,5.0
um-futures-cross,APEBUSD,SETTLING,APE,BUSD,7,1,8,8,0.0010000,0.1,1000000,0.1,5.0
um-futures-cross,GALBUSD,SETTLING,GAL,BUSD,7,0,8,8,0.0010000,1,1000000,1,5.0
um-futures-cross,FTMBUSD,TRADING,FTM,BUSD,7,0,8,8,0.0001000,1,10000000,1,5.0
um-futures-cross,DODOBUSD,TRADING,DODO,BUSD,7,0,8,8,0.0001000,1,10000000,1,5.0
um-futures-cross,ANCBUSD,SETTLING,ANC,BUSD,7,0,8,8,0.0000100,1,10000000,1,5.0
um-futures-cross,GALABUSD,TRADING,GALA,BUSD,7,0,8,8,0.0000010,1,100000000,1,5.0
um-futures-cross,TRXBUSD,TRADING,TRX,BUSD,7,0,8,8,0.0000010,1,100000000,1,5.0
um-futures-cross,1000LUNCBUSD,TRADING,1000LUNC,BUSD,7,0,8,8,0.0001000,1,10000000,1,5.0
um-futures-cross,OPUSDT,TRADING,OP,USDT,7,1,8,8,0.0001000,0.1,10000000,0.1,5.0
um-futures-cross,DOTBUSD,SETTLING,DOT,BUSD,7,1,8,8,0.0010000,0.1,10000000,0.1,5.0
um-futures-cross,TLMBUSD,SETTLING,TLM,BUSD,7,0,8,8,0.0000100,1,100000000,1,5.0
um-futures-cross,WAVESBUSD,SETTLING,WAVES,BUSD,7,1,8,8,0.0001000,0.1,10000000,0.1,5.0
um-futures-cross,LINKBUSD,SETTLING,LINK,BUSD,7,1,8,8,0.0010000,0.1,10000000,0.1,5.0
um-futures-cross,SANDBUSD,SETTLING,SAND,BUSD,7,1,8,8,0.0001000,0.1,1000000,0.1,5.0
um-futures-cross,LTCBUSD,TRADING,LTC,BUSD,6,2,8,8,0.010000,0.01,1000000,0.01,5.0
um-futures-cross,MATICBUSD,TRADING,MATIC,BUSD,7,0,8,8,0.0001000,1,10000000,1,5.0
um-futures-cross,CVXBUSD,SETTLING,CVX,BUSD,7,1,8,8,0.0010000,0.1,1000000,0.1,5.0
um-futures-cross,FILBUSD,SETTLING,FIL,BUSD,7,1,8,8,0.0010000,0.1,1000000,0.1,5.0
um-futures-cross,1000SHIBBUSD,TRADING,1000SHIB,BUSD,7,0,8,8,0.0000010,1,10000000,1,5.0
um-futures-cross,LEVERBUSD,SETTLING,LEVER,BUSD,7,0,8,8,1E-7,1,80000000,1,5.0
um-futures-cross,ETCBUSD,SETTLING,ETC,BUSD,6,1,8,8,0.001000,0.1,1000000,0.1,5.0
um-futures-cross,LDOBUSD,TRADING,LDO,BUSD,6,1,8,8,0.000100,0.1,1000000,0.1,5.0
um-futures-cross,UNIBUSD,SETTLING,UNI,BUSD,6,1,8,8,0.001000,0.1,1000000,0.1,5.0
um-futures-cross,AUCTIONBUSD,SETTLING,AUCTION,BUSD,7,1,8,8,0.0010000,0.1,1000000,0.1,5.0
um-futures-cross,INJUSDT,TRADING,INJ,USDT,6,1,8,8,0.001000,0.1,1000000,0.1,5.0
um-futures-cross,STGUSDT,TRADING,STG,USDT,7,0,8,8,0.0001000,1,10000000,1,5.0
um-futures-cross,FOOTBALLUSDT,TRADING,FOOTBALL,USDT,5,2,8,8,0.01000,0.01,10000,0.01,5.0
um-futures-cross,SPELLUSDT,TRADING,SPELL,USDT,7,0,8,8,1E-7,1,80000000,1,5.0
um-futures-cross,1000LUNCUSDT,TRADING,1000LUNC,USDT,7,0,8,8,0.0001000,1,10000000,1,5.0
um-futures-cross,LUNA2USDT,TRADING,LUNA2,USDT,7,0,8,8,0.0001000,1,1000000,1,5.0
um-futures-cross,AMBBUSD,SETTLING,AMB,BUSD,7,0,8,8,0.0000010,1,50000000,1,5.0
um-futures-cross,PHBBUSD,SETTLING,PHB,BUSD,7,0,8,8,0.0001000,1,1000000,1,5.0
um-futures-cross,LDOUSDT,TRADING,LDO,USDT,6,0,8,8,0.000100,1,100000,1,5.0
