market,asset,wb,cw,ab
um-futures-cross,BTC,0.0,0.0,0.0
um-futures-cross,ADA,0.0,0.0,0.0
um-futures-cross,XRP,0.0,0.0,0.0
um-futures-cross,TUSD,0.0,0.0,0.0
um-futures-cross,DOT,0.0,0.0,0.0
um-futures-cross,SOL,0.0,0.0,0.0
um-futures-cross,BNB,0.0,0.0,0.0
um-futures-cross,ETH,0.0,0.0,0.0
um-futures-cross,USDT,269.29550012,269.29550012,255.64210012
um-futures-cross,USDP,0.0,0.0,0.0
um-futures-cross,USDC,0.0,0.0,0.0
um-futures-cross,BUSD,0.0,0.0,0.0
